hp_id,symbol,security_id,fill_date,fill_close,prev_date,prev_close,prev_source,next_date,next_close,next_source,vs_ref_pct,neighbors_consistent,ca_adj_confirmed,ca_note,post_fill_cas
461941,AFFLE,60,2020-04-23,292.25,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-82.62,True,False,post-fill CA factor=0.2 expected≈336.33; fill=292.25; implied_ref/fill=5.75; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461942,AFFLE,60,2020-04-30,286.33,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-82.97,True,False,post-fill CA factor=0.2 expected≈336.33; fill=286.33; implied_ref/fill=5.87; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461943,AFFLE,60,2020-05-06,270.83,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-83.89,True,False,post-fill CA factor=0.2 expected≈336.33; fill=270.83; implied_ref/fill=6.21; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461944,AFFLE,60,2020-05-07,269.13,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-84.0,True,False,post-fill CA factor=0.2 expected≈336.33; fill=269.13; implied_ref/fill=6.25; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461945,AFFLE,60,2020-05-08,263.96,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-84.3,True,False,post-fill CA factor=0.2 expected≈336.33; fill=263.96; implied_ref/fill=6.37; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461946,AFFLE,60,2020-05-13,264.85,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-84.25,True,False,post-fill CA factor=0.2 expected≈336.33; fill=264.85; implied_ref/fill=6.35; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461947,AFFLE,60,2020-05-19,267.8,2020-03-03,1817.15,upload,2020-05-27,1546.15,upload,-84.08,True,False,post-fill CA factor=0.2 expected≈336.33; fill=267.80; implied_ref/fill=6.28; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461948,AFFLE,60,2021-07-13,886.11,2021-06-08,5372.95,upload,2021-09-13,4908.95,upload,-82.76,True,False,post-fill CA factor=0.2 expected≈1028.19; fill=886.11; implied_ref/fill=5.8; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461949,AFFLE,60,2021-07-23,871.49,2021-06-08,5372.95,upload,2021-09-13,4908.95,upload,-83.05,True,False,post-fill CA factor=0.2 expected≈1028.19; fill=871.49; implied_ref/fill=5.9; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461950,AFFLE,60,2021-08-04,835.59,2021-06-08,5372.95,upload,2021-09-13,4908.95,upload,-83.75,True,False,post-fill CA factor=0.2 expected≈1028.19; fill=835.59; implied_ref/fill=6.15; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461951,AFFLE,60,2021-08-10,832.69,2021-06-08,5372.95,upload,2021-09-13,4908.95,upload,-83.8,True,False,post-fill CA factor=0.2 expected≈1028.19; fill=832.69; implied_ref/fill=6.17; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461952,AFFLE,60,2021-08-12,828.2,2021-06-08,5372.95,upload,2021-09-13,4908.95,upload,-83.89,True,False,post-fill CA factor=0.2 expected≈1028.19; fill=828.20; implied_ref/fill=6.21; CAs: SPLIT 5:1@2021-10-07,SPLIT 5:1@2021-10-07
461960,ARE&M,142,2019-01-31,744.95,,,,2025-10-28,1002.05,cron,-25.66,True,True,LIKELY adjusted (implied factor≈1.35) but no matching SPLIT/BONUS in corporate_actions,
461961,ASAL,161,2023-01-05,359.9,,,,2025-10-28,531.7,cron,-32.31,True,True,LIKELY adjusted (implied factor≈1.48) but no matching SPLIT/BONUS in corporate_actions,
461962,ASAL,161,2023-11-13,396.5,,,,2025-10-28,531.7,cron,-25.43,True,True,LIKELY adjusted (implied factor≈1.34) but no matching SPLIT/BONUS in corporate_actions,
461965,ASHOKLEY,168,2019-05-01,44.78,2019-04-30,86.95,upload,2019-05-02,89.55,upload,-49.26,True,True,CONFIRMED adjusted: fill≈ref×0.5 from BONUS 1@2025-07-16,BONUS 1@2025-07-16
461966,ASHOKLEY,168,2021-03-11,61.03,2021-03-10,123.9,upload,2021-03-12,122.05,upload,-50.37,True,True,CONFIRMED adjusted: fill≈ref×0.5 from BONUS 1@2025-07-16,BONUS 1@2025-07-16
461970,AUBANK,191,2019-05-01,320.77,2019-04-30,644.65,upload,2019-05-02,641.55,upload,-50.12,True,True,CONFIRMED adjusted: fill≈ref×0.5 from BONUS 1@2022-06-09,BONUS 1@2022-06-09
461976,AXISBANK,210,2016-09-27,541.0,,,,2025-10-28,1247.0,cron,-56.62,True,True,LIKELY adjusted (implied factor≈2.3) but no matching SPLIT/BONUS in corporate_actions,
461977,AXISBANK,210,2016-10-04,546.6,,,,2025-10-28,1247.0,cron,-56.17,True,True,LIKELY adjusted (implied factor≈2.28) but no matching SPLIT/BONUS in corporate_actions,
461978,AXISBANK,210,2016-10-17,519.0,,,,2025-10-28,1247.0,cron,-58.38,True,True,LIKELY adjusted (implied factor≈2.4) but no matching SPLIT/BONUS in corporate_actions,
461979,AXISBANK,210,2016-11-18,473.45,,,,2025-10-28,1247.0,cron,-62.03,True,True,LIKELY adjusted (implied factor≈2.63) but no matching SPLIT/BONUS in corporate_actions,
461980,AXISBANK,210,2016-12-02,459.95,,,,2025-10-28,1247.0,cron,-63.12,True,True,LIKELY adjusted (implied factor≈2.71) but no matching SPLIT/BONUS in corporate_actions,
461981,AXISBANK,210,2017-08-16,499.5,,,,2025-10-28,1247.0,cron,-59.94,True,True,LIKELY adjusted (implied factor≈2.5) but no matching SPLIT/BONUS in corporate_actions,
461982,AXISBANK,210,2017-08-28,510.6,,,,2025-10-28,1247.0,cron,-59.05,True,True,LIKELY adjusted (implied factor≈2.44) but no matching SPLIT/BONUS in corporate_actions,
461983,AXISBANK,210,2017-11-07,527.15,,,,2025-10-28,1247.0,cron,-57.73,True,True,LIKELY adjusted (implied factor≈2.37) but no matching SPLIT/BONUS in corporate_actions,
461984,AXISBANK,210,2017-11-09,540.4,,,,2025-10-28,1247.0,cron,-56.66,True,True,LIKELY adjusted (implied factor≈2.31) but no matching SPLIT/BONUS in corporate_actions,
461985,AXISBANK,210,2019-03-01,702.4,,,,2025-10-28,1247.0,cron,-43.67,True,True,LIKELY adjusted (implied factor≈1.78) but no matching SPLIT/BONUS in corporate_actions,
461986,AXISBANK,210,2019-04-22,755.5,,,,2025-10-28,1247.0,cron,-39.41,True,True,LIKELY adjusted (implied factor≈1.65) but no matching SPLIT/BONUS in corporate_actions,
461987,AXISBANK,210,2019-04-26,759.9,,,,2025-10-28,1247.0,cron,-39.06,True,True,LIKELY adjusted (implied factor≈1.64) but no matching SPLIT/BONUS in corporate_actions,
461988,AXISBANK,210,2019-05-09,731.0,,,,2025-10-28,1247.0,cron,-41.38,True,False,no post-fill dilutive CA on file,
461989,AXISBANK,210,2019-06-11,814.8,,,,2025-10-28,1247.0,cron,-34.66,True,True,LIKELY adjusted (implied factor≈1.53) but no matching SPLIT/BONUS in corporate_actions,
461990,AXISBANK,210,2019-08-19,685.0,,,,2025-10-28,1247.0,cron,-45.07,True,True,LIKELY adjusted (implied factor≈1.82) but no matching SPLIT/BONUS in corporate_actions,
461991,AXISBANK,210,2019-10-01,679.15,,,,2025-10-28,1247.0,cron,-45.54,True,True,LIKELY adjusted (implied factor≈1.84) but no matching SPLIT/BONUS in corporate_actions,
461992,AXISBANK,210,2019-11-19,747.8,,,,2025-10-28,1247.0,cron,-40.03,True,True,LIKELY adjusted (implied factor≈1.67) but no matching SPLIT/BONUS in corporate_actions,
461993,AXISBANK,210,2019-11-21,737.4,,,,2025-10-28,1247.0,cron,-40.87,True,False,no post-fill dilutive CA on file,
461994,AXISBANK,210,2020-02-26,729.4,,,,2025-10-28,1247.0,cron,-41.51,True,False,no post-fill dilutive CA on file,
461995,AXISBANK,210,2021-07-01,746.45,,,,2025-10-28,1247.0,cron,-40.14,True,True,LIKELY adjusted (implied factor≈1.67) but no matching SPLIT/BONUS in corporate_actions,
462002,BAJFINANCE,228,2019-05-01,313.18,2019-04-30,3095.95,upload,2019-05-02,3131.75,upload,-89.94,True,True,CONFIRMED adjusted: fill≈ref×0.1 from BONUS 4@2025-06-16; SPLIT 2:1@2025-06-16,BONUS 4@2025-06-16; SPLIT 2:1@2025-06-16
462003,BAJFINANCE,228,2024-03-08,643.38,2024-03-07,6421.05,upload,2024-03-11,6433.75,upload,-89.99,True,True,CONFIRMED adjusted: fill≈ref×0.1 from BONUS 4@2025-06-16; SPLIT 2:1@2025-06-16,BONUS 4@2025-06-16; SPLIT 2:1@2025-06-16
462004,BAJFINANCE,228,2024-04-11,722.96,2024-04-10,7230.25,upload,2024-04-12,7229.55,upload,-90.0,True,True,CONFIRMED adjusted: fill≈ref×0.1 from BONUS 4@2025-06-16; SPLIT 2:1@2025-06-16,BONUS 4@2025-06-16; SPLIT 2:1@2025-06-16
462482,BELRISE,2157,2025-07-30,133.2,,,,2026-01-12,178.9,googlefinance,-25.54,True,True,LIKELY adjusted (implied factor≈1.34) but no matching SPLIT/BONUS in corporate_actions,
462006,BEML,265,2025-03-13,1276.85,,,,2025-10-28,4314.0,cron,-70.4,True,False,post-fill CA factor=0.5 expected≈2157.00; fill=1276.85; implied_ref/fill=3.38; CAs: SPLIT 2:1@2025-11-03,SPLIT 2:1@2025-11-03
462483,BERGEPAINT,2179,2021-07-01,674.17,,,,2026-01-12,509.9,googlefinance,32.22,True,False,no post-fill dilutive CA on file,
462007,BHARTIARTL,282,2020-09-11,482.59,,,,2025-10-28,2088.0,cron,-76.89,True,True,LIKELY adjusted (implied factor≈4.33) but no matching SPLIT/BONUS in corporate_actions,
462009,BIOCON,289,2019-06-11,268.55,,,,2025-10-28,367.35,cron,-26.9,True,True,LIKELY adjusted (implied factor≈1.37) but no matching SPLIT/BONUS in corporate_actions,
462010,BIOCON,289,2019-07-17,262.9,,,,2025-10-28,367.35,cron,-28.43,True,True,LIKELY adjusted (implied factor≈1.4) but no matching SPLIT/BONUS in corporate_actions,
462011,BIOCON,289,2019-08-19,216.25,,,,2025-10-28,367.35,cron,-41.13,True,False,no post-fill dilutive CA on file,
462012,BIOCON,289,2019-10-01,222.15,,,,2025-10-28,367.35,cron,-39.53,True,True,LIKELY adjusted (implied factor≈1.65) but no matching SPLIT/BONUS in corporate_actions,
462013,BIOCON,289,2019-11-19,258.55,,,,2025-10-28,367.35,cron,-29.62,True,True,LIKELY adjusted (implied factor≈1.42) but no matching SPLIT/BONUS in corporate_actions,
462025,BORORENEW,311,2024-01-01,438.7,,,,2025-10-28,672.0,cron,-34.72,True,True,LIKELY adjusted (implied factor≈1.53) but no matching SPLIT/BONUS in corporate_actions,
462026,BSE,320,2020-06-03,43.68,,,,2025-10-28,2422.9,cron,-98.2,True,False,no post-fill dilutive CA on file,
462027,BYKE,327,2016-09-27,163.4,,,,2025-10-28,61.51,cron,165.65,True,False,no post-fill dilutive CA on file,
462028,BYKE,327,2016-10-04,194.2,,,,2025-10-28,61.51,cron,215.72,True,False,no post-fill dilutive CA on file,
462029,BYKE,327,2016-10-17,183.75,,,,2025-10-28,61.51,cron,198.73,True,False,no post-fill dilutive CA on file,
462030,BYKE,327,2016-11-18,173.85,,,,2025-10-28,61.51,cron,182.64,True,False,no post-fill dilutive CA on file,
462031,BYKE,327,2016-12-02,165.6,,,,2025-10-28,61.51,cron,169.22,True,False,no post-fill dilutive CA on file,
462032,BYKE,327,2017-05-01,208.3,,,,2025-10-28,61.51,cron,238.64,True,False,no post-fill dilutive CA on file,
462033,BYKE,327,2017-08-16,193.7,,,,2025-10-28,61.51,cron,214.91,True,False,no post-fill dilutive CA on file,
462034,BYKE,327,2017-08-28,183.75,,,,2025-10-28,61.51,cron,198.73,True,False,no post-fill dilutive CA on file,
462035,BYKE,327,2017-11-07,156.9,,,,2025-10-28,61.51,cron,155.08,True,False,no post-fill dilutive CA on file,
462036,BYKE,327,2017-11-09,155.85,,,,2025-10-28,61.51,cron,153.37,True,False,no post-fill dilutive CA on file,
462037,BYKE,327,2017-11-14,154.6,,,,2025-10-28,61.51,cron,151.34,True,False,no post-fill dilutive CA on file,
462049,COLPAL,393,2021-12-17,1428.9,,,,2025-10-28,2234.2,cron,-36.04,True,True,LIKELY adjusted (implied factor≈1.56) but no matching SPLIT/BONUS in corporate_actions,
462480,CPSEETF,2156,2020-04-07,16.22,,,,2026-01-15,94.68,cron,-82.87,True,False,no post-fill dilutive CA on file,
462481,CPSEETF,2156,2020-06-02,17.49,,,,2026-01-15,94.68,cron,-81.53,True,True,LIKELY adjusted (implied factor≈5.41) but no matching SPLIT/BONUS in corporate_actions,
462054,CUB,419,2025-06-13,147.15,,,,2025-10-28,239.41,cron,-38.54,True,True,LIKELY adjusted (ratio≈1.63); post-fill CA factor=0.75 expected≈179.56; fill=147.15; implied_ref/fill=1.63; CAs: BONUS 0.333333@2026-06-12,BONUS 0.333333@2026-06-12
462056,DBCORP,437,2016-10-04,395.0,,,,2025-10-28,259.55,cron,52.19,True,False,no post-fill dilutive CA on file,
462057,DBCORP,437,2016-12-02,361.7,,,,2025-10-28,259.55,cron,39.36,True,False,no post-fill dilutive CA on file,
462058,DBCORP,437,2017-01-05,369.7,,,,2025-10-28,259.55,cron,42.44,True,False,no post-fill dilutive CA on file,
462059,DBCORP,437,2017-06-01,378.6,,,,2025-10-28,259.55,cron,45.87,True,False,no post-fill dilutive CA on file,
462060,DBCORP,437,2017-11-09,369.15,,,,2025-10-28,259.55,cron,42.23,True,False,no post-fill dilutive CA on file,
462061,DBCORP,437,2017-11-14,369.95,,,,2025-10-28,259.55,cron,42.54,True,False,no post-fill dilutive CA on file,
462063,DBL,439,2020-07-09,288.85,,,,2025-10-28,481.95,cron,-40.07,True,True,LIKELY adjusted (implied factor≈1.67) but no matching SPLIT/BONUS in corporate_actions,
462064,DBL,439,2020-08-14,351.0,,,,2025-10-28,481.95,cron,-27.17,True,True,LIKELY adjusted (implied factor≈1.37) but no matching SPLIT/BONUS in corporate_actions,
462065,DCMSHRIRAM,449,2019-05-16,544.3,,,,2025-10-28,1302.0,cron,-58.2,True,True,LIKELY adjusted (implied factor≈2.39) but no matching SPLIT/BONUS in corporate_actions,
462066,DEEPAKNTR,457,2024-01-01,2473.9,,,,2025-10-28,1750.5,cron,41.33,True,False,no post-fill dilutive CA on file,
462069,DIXON,488,2019-05-01,473.72,2019-04-30,2348.6,upload,2019-05-02,2368.6,upload,-79.92,True,True,CONFIRMED adjusted: fill≈ref×0.2 from SPLIT 5:1@2021-03-18,SPLIT 5:1@2021-03-18
462071,DPWIRES,503,2017-11-07,65.19,,,,2025-10-28,239.0,cron,-72.72,True,True,LIKELY adjusted (implied factor≈3.67) but no matching SPLIT/BONUS in corporate_actions,
462072,DPWIRES,503,2017-11-09,64.75,,,,2025-10-28,239.0,cron,-72.91,True,True,LIKELY adjusted (implied factor≈3.69) but no matching SPLIT/BONUS in corporate_actions,
462073,ECLERX,518,2016-02-09,442.8,,,,2025-10-28,4722.9,cron,-90.62,True,True,LIKELY adjusted (implied factor≈10.7) but no matching SPLIT/BONUS in corporate_actions,
462074,ECLERX,518,2016-09-27,498.95,,,,2025-10-28,4722.9,cron,-89.44,True,True,LIKELY adjusted (implied factor≈9.47) but no matching SPLIT/BONUS in corporate_actions,
462075,ECLERX,518,2016-10-04,498.47,,,,2025-10-28,4722.9,cron,-89.45,True,True,LIKELY adjusted (implied factor≈9.47) but no matching SPLIT/BONUS in corporate_actions,
462076,ECLERX,518,2016-10-17,514.2,,,,2025-10-28,4722.9,cron,-89.11,True,True,LIKELY adjusted (implied factor≈9.18) but no matching SPLIT/BONUS in corporate_actions,
462077,ECLERX,518,2016-11-18,474.83,,,,2025-10-28,4722.9,cron,-89.95,True,True,LIKELY adjusted (implied factor≈9.95) but no matching SPLIT/BONUS in corporate_actions,
462078,ECLERX,518,2016-12-02,504.12,,,,2025-10-28,4722.9,cron,-89.33,True,True,LIKELY adjusted (implied factor≈9.37) but no matching SPLIT/BONUS in corporate_actions,
462079,ECLERX,518,2017-08-16,427.0,,,,2025-10-28,4722.9,cron,-90.96,True,True,LIKELY adjusted (implied factor≈11.1) but no matching SPLIT/BONUS in corporate_actions,
462080,ECLERX,518,2017-08-28,422.8,,,,2025-10-28,4722.9,cron,-91.05,True,True,LIKELY adjusted (implied factor≈11.2) but no matching SPLIT/BONUS in corporate_actions,
462081,ECLERX,518,2017-11-07,424.77,,,,2025-10-28,4722.9,cron,-91.01,True,True,LIKELY adjusted (implied factor≈11.1) but no matching SPLIT/BONUS in corporate_actions,
462082,ECLERX,518,2017-11-09,430.35,,,,2025-10-28,4722.9,cron,-90.89,True,True,LIKELY adjusted (implied factor≈11) but no matching SPLIT/BONUS in corporate_actions,
462083,ECLERX,518,2017-11-14,424.53,,,,2025-10-28,4722.9,cron,-91.01,True,True,LIKELY adjusted (implied factor≈11.1) but no matching SPLIT/BONUS in corporate_actions,
462084,ECLERX,518,2025-09-01,2248.4,,,,2025-10-28,4722.9,cron,-52.39,True,True,LIKELY adjusted (implied factor≈2.1) but no matching SPLIT/BONUS in corporate_actions,
462091,EVERESTIND,570,2023-11-01,1187.05,,,,2025-01-01,4644.95,upload,-74.44,True,True,LIKELY adjusted (implied factor≈3.91) but no matching SPLIT/BONUS in corporate_actions,
